id;mac_address;device_name;rssi;estimated_distance_m;tx_power;timestamp;session_id
280;C8:12:0B:43:4C:93;;-93;0.00;-2147483648;1,77472E+12;session_1774715333436
281;CB:37:30:33:44:78;Govee_H619C_4478;-93;0.00;-2147483648;1,77472E+12;session_1774715333436
282;55:80:6E:74:37:27;;-97;1190981134.51;12;1,77472E+12;session_1774715333436
283;29:37:CF:43:80:5F;;-96;0.00;-2147483648;1,77472E+12;session_1774715333436
284;52:9C:F1:9C:87:C7;;-90;1344306327.49;11;1,77472E+12;session_1774715333436
285;0B:2A:F3:B1:33:9F;;-67;0.00;-2147483648;1,77472E+12;session_1774715333436
286;80:47:86:84:B8:C9;;-96;0.00;-2147483648;1,77472E+12;session_1774715333436
287;53:0E:DC:F4:D6:AF;;-81;196353084.65;12;1,77472E+12;session_1774715333436
288;F8:17:2D:59:E5:86;TY;-88;0.00;-2147483648;1,77472E+12;session_1774715333436
289;55:A5:DC:38:A6:8A;Tab S9 de Eduardo;-60;0.00;-2147483648;1,77472E+12;session_1774715333436
290;CB:37:30:33:44:78;Govee_H619C_4478;-92;0.00;-2147483648;1,77472E+12;session_1774715333436
291;05:B0:3A:D7:99:0A;;-35;0.00;-2147483648;1,77472E+12;session_1774715333436
292;3D:D3:73:17:40:44;;-35;0.00;-2147483648;1,77472E+12;session_1774715333436
293;3C:4F:06:03:74:5C;;-35;0.00;-2147483648;1,77472E+12;session_1774715333436
294;A0:D7:F3:C2:B5:CF;Samsung CU8000 43;-104;0.00;-2147483648;1,77472E+12;session_1774715333436
295;DB:45:E5:E7:E9:B3;;-86;0.00;-2147483648;1,77472E+12;session_1774715333436
296;5C:23:CB:1A:18:4E;;-89;Infinity;0;1,77472E+12;session_1774715333436
297;BC:7E:8B:A7:51:6F;;-101;0.00;-2147483648;1,77472E+12;session_1774715333436
298;20:64:DE:ED:F1:A6;Comedor;-81;0.00;-2147483648;1,77472E+12;session_1774715333436
299;46:52:4C:D3:3A:A5;;-101;1784026402.38;12;1,77472E+12;session_1774715333436
300;FC:F1:36:35:2A:63;;-89;0.00;-2147483648;1,77472E+12;session_1774715333436
301;00:04:EA:E9:D3:A7;;-101;0.00;-2147483648;1,77472E+12;session_1774715333436
302;64:E7:D8:91:7B:17;;-92;0.00;-2147483648;1,77472E+12;session_1774715333436
303;98:06:3C:2D:B1:95;;-95;0.00;-2147483648;1,77472E+12;session_1774715333436
304;29:37:CF:43:80:5F;;-91;0.00;-2147483648;1,77472E+12;session_1774715333436
305;BC:10:2F:68:B3:08;Room A/C;-101;0.00;-2147483648;1,77472E+12;session_1774715333436
306;52:9C:F1:9C:87:C7;;-90;1344306327.49;11;1,77472E+12;session_1774715333436
307;2D:29:BB:28:0E:80;;-95;0.00;-2147483648;1,77472E+12;session_1774715333436
308;4F:60:3D:5E:18:6F;;-100;93132257461.55;8;1,77472E+12;session_1774715333436
309;05:F2:4F:96:5E:30;;-43;0.00;-2147483648;1,77472E+12;session_1774715333436
310;1C:AF:4A:3A:1C:6D;;-104;0.00;-2147483648;1,77472E+12;session_1774715333436
311;ED:CE:61:80:4B:55;;-95;0.00;-2147483648;1,77472E+12;session_1774715333436
312;62:A0:FA:DE:D2:B0;;-80;173415299.16;12;1,77472E+12;session_1774715333436
313;22:70:A9:92:07:63;;-100;0.00;-2147483648;1,77472E+12;session_1774715333436
314;68:FC:CA:BC:DA:11;[TV] TV Living;-95;0.00;-2147483648;1,77472E+12;session_1774715333436
315;DC:27:B8:8D:48:95;;-100;0.00;-2147483648;1,77472E+12;session_1774715333436
316;E8:AA:CB:04:47:55;"43"" The Frame";-95;0.00;-2147483648;1,77472E+12;session_1774715333436
317;5D:BE:05:8B:D8:23;;-97;127880625.57;15;1,77472E+12;session_1774715333436
318;06:65:29:DA:65:E9;Bn4038713;-91;0.00;-2147483648;1,77472E+12;session_1774715333436
319;C3:2E:3E:AA:CC:D8;;-90;0.00;-2147483648;1,77472E+12;session_1774715333436
320;47:31:70:7A:DE:DC;;-95;944329.67;24;1,77472E+12;session_1774715333436
321;A0:D0:5B:9D:8F:5A;[TV] Samsung Serif TV (55);-101;0.00;-2147483648;1,77472E+12;session_1774715333436
322;27:A4:43:1F:1F:02;;-42;0.00;-2147483648;1,77472E+12;session_1774715333436
323;D4:E0:03:E9:D4:55;;-88;0.00;-2147483648;1,77472E+12;session_1774715333436
324;54:B8:74:72:CE:63;net;-101;0.00;-2147483648;1,77472E+12;session_1774715333436
325;D8:CF:70:5B:D9:2F;;-86;0.00;-2147483648;1,77472E+12;session_1774715333436
326;55:28:74:C4:C9:31;JBL Go 4;-102;0.00;-2147483648;1,77472E+12;session_1774715333436
327;F5:FD:5A:F1:8E:3B;;-101;0.00;-2147483648;1,77472E+12;session_1774715333436
328;D0:03:DF:C5:D8:CD;[TV] Samsung 7 Series (50);-96;0.00;-2147483648;1,77472E+12;session_1774715333436
329;BC:45:5B:4E:5C:40;;-104;0.00;-2147483648;1,77472E+12;session_1774715333436
330;47:BB:2C:BF:10:92;;-98;0.00;-2147483648;1,77472E+12;session_1774715333436
331;B0:52:16:D4:AA:5C;;-100;0.00;-2147483648;1,77472E+12;session_1774715333436
332;FB:86:3D:46:82:61;;-100;0.00;-2147483648;1,77472E+12;session_1774715333436
333;55:80:6E:74:37:27;;-96;1073741824.00;12;1,77472E+12;session_1774715333436
334;0B:2A:F3:B1:33:9F;;-61;0.00;-2147483648;1,77472E+12;session_1774715333436
335;47:BB:2C:BF:10:92;;-101;0.00;-2147483648;1,77472E+12;session_1774715333436
336;D0:03:DF:C5:D8:CD;[TV] Samsung 7 Series (50);-92;0.00;-2147483648;1,77472E+12;session_1774715333436
337;05:F2:4F:96:5E:30;;-48;0.00;-2147483648;1,77472E+12;session_1774715333436
338;3C:4F:06:03:74:5C;;-42;0.00;-2147483648;1,77472E+12;session_1774715333436
339;20:64:DE:ED:F1:A6;Comedor;-83;0.00;-2147483648;1,77472E+12;session_1774715333436
340;47:31:70:7A:DE:DC;;-97;1163067.51;24;1,77472E+12;session_1774715333436
341;C3:2E:3E:AA:CC:D8;;-93;0.00;-2147483648;1,77472E+12;session_1774715333436
342;55:80:6E:74:37:27;;-95;966993583.69;12;1,77472E+12;session_1774715333436
343;5C:23:CB:1A:18:4E;;-76;Infinity;0;1,77472E+12;session_1774715333436
344;2D:29:BB:28:0E:80;;-91;0.00;-2147483648;1,77472E+12;session_1774715333436
345;98:06:3C:2D:B1:95;;-96;0.00;-2147483648;1,77472E+12;session_1774715333436
346;62:A0:FA:DE:D2:B0;;-82;221986244.18;12;1,77472E+12;session_1774715333436
347;E8:AA:CB:04:47:55;"43"" The Frame";-95;0.00;-2147483648;1,77472E+12;session_1774715333436
348;05:B0:3A:D7:99:0A;;-42;0.00;-2147483648;1,77472E+12;session_1774715333436
349;52:A3:08:D4:34:66;;-99;44860357.70;17;1,77472E+12;session_1774715333436
350;3D:D3:73:17:40:44;;-42;0.00;-2147483648;1,77472E+12;session_1774715333436
351;68:FC:CA:BC:DA:11;[TV] TV Living;-100;0.00;-2147483648;1,77472E+12;session_1774715333436
352;55:A5:DC:38:A6:8A;Tab S9 de Eduardo;-68;0.00;-2147483648;1,77472E+12;session_1774715333436
353;06:65:29:DA:65:E9;Bn4038713;-86;0.00;-2147483648;1,77472E+12;session_1774715333436
354;27:A4:43:1F:1F:02;;-48;0.00;-2147483648;1,77472E+12;session_1774715333436
355;D4:E0:03:E9:D4:55;;-90;0.00;-2147483648;1,77472E+12;session_1774715333436
356;FC:F1:36:35:2A:63;;-86;0.00;-2147483648;1,77472E+12;session_1774715333436
357;29:37:CF:43:80:5F;;-98;0.00;-2147483648;1,77472E+12;session_1774715333436
358;64:E7:D8:91:7B:17;;-94;0.00;-2147483648;1,77472E+12;session_1774715333436
359;7C:0A:3F:54:CA:45;;-101;0.00;-2147483648;1,77472E+12;session_1774715333436
360;4F:60:3D:5E:18:6F;;-99;84227144253.33;8;1,77472E+12;session_1774715333436
361;BC:45:5B:4E:5C:40;;-104;0.00;-2147483648;1,77472E+12;session_1774715333436
362;D4:BF:6F:65:0A:B3;;-73;0.00;-2147483648;1,77472E+12;session_1774715333436
